search,input_length,date,time,datetime
,24,12/8/16,21:46:01,12/8/16 21:46
,20,12/8/16,21:45:27,12/8/16 21:45
,25,12/8/16,20:55:47,12/8/16 20:55
,18,12/8/16,20:52:54,12/8/16 20:52
,24,12/8/16,20:45:51,12/8/16 20:45
,24,12/8/16,20:37:05,12/8/16 20:37
,29,12/8/16,20:37:11,12/8/16 20:37
,31,12/8/16,20:35:50,12/8/16 20:35
,12,12/8/16,20:23:10,12/8/16 20:23
,31,12/8/16,20:17:38,12/8/16 20:17
,19,12/7/16,22:09:34,12/7/16 22:09
,18,12/7/16,22:09:44,12/7/16 22:09
,14,12/7/16,22:04:48,12/7/16 22:04
,16,12/7/16,22:03:59,12/7/16 22:03
,25,12/7/16,21:53:52,12/7/16 21:53
,9,12/7/16,19:55:31,12/7/16 19:55
,251,12/7/16,18:09:37,12/7/16 18:09
,482,12/7/16,17:48:32,12/7/16 17:48
,15,12/7/16,17:46:19,12/7/16 17:46
,13,12/7/16,17:35:41,12/7/16 17:35
,14,12/7/16,16:42:49,12/7/16 16:42
,25,12/7/16,16:37:01,12/7/16 16:37
,24,12/7/16,16:37:18,12/7/16 16:37
,7,12/7/16,8:47:00,12/7/16 8:47
,37,12/7/16,6:29:04,12/7/16 6:29
,25,12/7/16,6:05:18,12/7/16 6:05
,13,12/7/16,6:04:02,12/7/16 6:04
,29,12/7/16,6:02:53,12/7/16 6:02
,20,12/7/16,5:51:20,12/7/16 5:51
,33,12/7/16,5:49:22,12/7/16 5:49
,12,12/7/16,5:15:16,12/7/16 5:15
,46,12/7/16,5:07:32,12/7/16 5:07
,12,12/7/16,4:53:08,12/7/16 4:53
,18,12/7/16,4:53:24,12/7/16 4:53
,13,12/7/16,4:52:20,12/7/16 4:52
,17,12/7/16,4:52:05,12/7/16 4:52
,33,12/7/16,4:22:40,12/7/16 4:22
,35,12/7/16,4:17:21,12/7/16 4:17
,19,12/7/16,4:16:06,12/7/16 4:16
,19,12/6/16,22:34:49,12/6/16 22:34
,16,12/6/16,22:11:41,12/6/16 22:11
,19,12/6/16,21:44:25,12/6/16 21:44
,19,12/6/16,21:44:45,12/6/16 21:44
,51,12/6/16,21:31:13,12/6/16 21:31
,23,12/6/16,8:09:26,12/6/16 8:09
,34,12/6/16,7:06:00,12/6/16 7:06
,25,12/6/16,7:05:39,12/6/16 7:05
,38,12/6/16,7:05:43,12/6/16 7:05
,23,12/6/16,6:47:09,12/6/16 6:47
,13,12/6/16,6:26:54,12/6/16 6:26
,20,12/6/16,6:07:36,12/6/16 6:07
,20,12/6/16,6:03:00,12/6/16 6:03
,4,12/6/16,5:22:10,12/6/16 5:22
,6,12/6/16,4:35:56,12/6/16 4:35
,21,12/6/16,2:03:17,12/6/16 2:03
,45,12/6/16,2:02:18,12/6/16 2:02
,17,12/6/16,2:01:18,12/6/16 2:01
,18,12/6/16,2:01:00,12/6/16 2:01
,41,12/6/16,2:01:51,12/6/16 2:01
,24,12/6/16,2:00:24,12/6/16 2:00
,25,12/6/16,1:59:57,12/6/16 1:59
,19,12/6/16,1:58:55,12/6/16 1:58
,14,12/6/16,1:58:47,12/6/16 1:58
,25,12/6/16,1:58:09,12/6/16 1:58
,13,12/6/16,1:46:09,12/6/16 1:46
,54,12/6/16,0:22:49,12/6/16 0:22
,29,12/5/16,23:12:52,12/5/16 23:12
,27,12/5/16,23:11:31,12/5/16 23:11
,33,12/5/16,23:11:40,12/5/16 23:11
,13,12/5/16,23:02:14,12/5/16 23:02
,20,12/5/16,23:00:38,12/5/16 23:00
,30,12/5/16,19:11:15,12/5/16 19:11
,7,12/5/16,18:18:39,12/5/16 18:18
,17,12/5/16,18:17:52,12/5/16 18:17
,13,12/5/16,9:12:18,12/5/16 9:12
,9,12/5/16,8:55:57,12/5/16 8:55
,9,12/5/16,8:42:29,12/5/16 8:42
,24,12/5/16,8:34:15,12/5/16 8:34
,13,12/5/16,8:17:30,12/5/16 8:17
,17,12/5/16,8:07:49,12/5/16 8:07
,10,12/5/16,8:05:41,12/5/16 8:05
,10,12/5/16,8:04:17,12/5/16 8:04
,19,12/5/16,6:29:06,12/5/16 6:29
,16,12/5/16,6:29:33,12/5/16 6:29
,5,12/5/16,6:23:24,12/5/16 6:23
,15,12/5/16,6:23:27,12/5/16 6:23
,35,12/5/16,6:21:32,12/5/16 6:21
,20,12/5/16,6:17:55,12/5/16 6:17
,37,12/5/16,5:52:35,12/5/16 5:52
,24,12/5/16,5:52:35,12/5/16 5:52
,27,12/5/16,5:48:16,12/5/16 5:48
,34,12/5/16,5:47:07,12/5/16 5:47
,28,12/5/16,5:46:19,12/5/16 5:46
,25,12/5/16,5:45:54,12/5/16 5:45
,44,12/5/16,5:41:03,12/5/16 5:41
,44,12/5/16,5:41:24,12/5/16 5:41
,43,12/5/16,5:34:48,12/5/16 5:34
,20,12/5/16,5:33:53,12/5/16 5:33
,36,12/5/16,5:33:27,12/5/16 5:33
,16,12/5/16,5:33:08,12/5/16 5:33
,19,12/5/16,5:32:59,12/5/16 5:32
,27,12/5/16,5:31:41,12/5/16 5:31
,31,12/5/16,5:31:15,12/5/16 5:31
,21,12/5/16,5:27:33,12/5/16 5:27
,25,12/5/16,5:26:22,12/5/16 5:26
,22,12/5/16,5:25:51,12/5/16 5:25
,23,12/5/16,5:06:15,12/5/16 5:06
,11,12/5/16,5:05:47,12/5/16 5:05
,7,12/5/16,1:51:41,12/5/16 1:51
,18,12/5/16,1:48:56,12/5/16 1:48
,8,12/5/16,1:45:45,12/5/16 1:45
,30,12/5/16,1:24:59,12/5/16 1:24
,31,12/5/16,1:23:08,12/5/16 1:23
,22,12/5/16,1:23:36,12/5/16 1:23
,11,12/5/16,0:37:56,12/5/16 0:37
,25,12/4/16,21:40:18,12/4/16 21:40
,10,12/4/16,21:35:02,12/4/16 21:35
,12,12/4/16,21:33:29,12/4/16 21:33
,22,12/4/16,19:33:14,12/4/16 19:33
,19,12/4/16,19:32:26,12/4/16 19:32
,24,12/4/16,19:09:10,12/4/16 19:09
,43,12/4/16,19:05:04,12/4/16 19:05
,33,12/4/16,19:04:49,12/4/16 19:04
,38,12/4/16,19:01:51,12/4/16 19:01
,27,12/4/16,19:01:45,12/4/16 19:01
,24,12/4/16,18:54:11,12/4/16 18:54
,25,12/4/16,18:52:27,12/4/16 18:52
,30,12/4/16,18:51:19,12/4/16 18:51
,37,12/4/16,18:51:30,12/4/16 18:51
,37,12/4/16,18:39:30,12/4/16 18:39
,42,12/4/16,18:32:32,12/4/16 18:32
,20,12/4/16,18:26:04,12/4/16 18:26
,11,12/4/16,18:18:57,12/4/16 18:18
,12,12/4/16,4:54:26,12/4/16 4:54
,7,12/4/16,4:30:30,12/4/16 4:30
,34,12/4/16,2:59:47,12/4/16 2:59
,34,12/4/16,2:58:04,12/4/16 2:58
,47,12/4/16,2:57:52,12/4/16 2:57
,55,12/4/16,2:55:16,12/4/16 2:55
,29,12/4/16,2:55:08,12/4/16 2:55
,70,12/4/16,2:54:04,12/4/16 2:54
,10,12/4/16,2:32:10,12/4/16 2:32
,14,12/4/16,2:02:09,12/4/16 2:02
,36,12/3/16,21:07:00,12/3/16 21:07
,30,12/3/16,20:15:09,12/3/16 20:15
,35,12/3/16,20:09:11,12/3/16 20:09
,12,12/3/16,19:59:56,12/3/16 19:59
,13,12/3/16,19:48:22,12/3/16 19:48
,22,12/3/16,19:48:32,12/3/16 19:48
,12,12/3/16,19:27:51,12/3/16 19:27
,23,12/3/16,18:35:53,12/3/16 18:35
,31,12/3/16,0:30:50,12/3/16 0:30
,19,12/2/16,20:01:34,12/2/16 20:01
,15,12/2/16,20:01:26,12/2/16 20:01
,28,12/2/16,20:01:23,12/2/16 20:01
,32,12/2/16,4:59:21,12/2/16 4:59
,28,12/2/16,4:58:47,12/2/16 4:58
,28,12/2/16,4:56:06,12/2/16 4:56
,28,12/2/16,4:53:57,12/2/16 4:53
,39,12/2/16,4:52:12,12/2/16 4:52
,20,12/2/16,4:44:07,12/2/16 4:44
,31,12/2/16,0:44:45,12/2/16 0:44
,16,12/2/16,0:44:11,12/2/16 0:44
,15,12/2/16,0:04:23,12/2/16 0:04
,10,12/1/16,23:51:00,12/1/16 23:51
,29,12/1/16,23:49:52,12/1/16 23:49
,30,12/1/16,23:43:08,12/1/16 23:43
,185,12/1/16,22:40:04,12/1/16 22:40
,183,12/1/16,22:40:07,12/1/16 22:40
,26,12/1/16,22:38:30,12/1/16 22:38
,30,12/1/16,22:38:34,12/1/16 22:38
,78,12/1/16,22:37:18,12/1/16 22:37
,151,12/1/16,22:36:44,12/1/16 22:36
,14,12/1/16,21:26:26,12/1/16 21:26
,10,11/7/16,19:23:25,11/7/16 19:23
,10,10/15/16,0:54:49,10/15/16 0:54
,4,10/14/16,23:39:50,10/14/16 23:39
,33,10/14/16,23:17:04,10/14/16 23:17
,34,10/14/16,23:14:20,10/14/16 23:14
,43,10/14/16,19:40:13,10/14/16 19:40
,19,10/14/16,19:38:34,10/14/16 19:38
,20,10/14/16,19:03:22,10/14/16 19:03
,20,10/14/16,19:01:19,10/14/16 19:01
,45,10/14/16,19:01:10,10/14/16 19:01
,33,10/14/16,18:55:57,10/14/16 18:55
,25,10/14/16,18:48:09,10/14/16 18:48
,20,10/14/16,6:47:16,10/14/16 6:47
,51,10/14/16,4:26:58,10/14/16 4:26
,59,10/13/16,7:35:08,10/13/16 7:35
,29,10/13/16,7:34:35,10/13/16 7:34
,15,10/13/16,7:12:00,10/13/16 7:12
,8,10/13/16,6:33:08,10/13/16 6:33
,5,10/13/16,6:24:54,10/13/16 6:24
,5,10/12/16,17:01:12,10/12/16 17:01
,18,10/12/16,16:38:08,10/12/16 16:38
,29,10/12/16,16:37:32,10/12/16 16:37
,65,10/12/16,16:37:51,10/12/16 16:37
,13,10/12/16,16:27:52,10/12/16 16:27
,11,10/12/16,16:22:06,10/12/16 16:22
,18,10/12/16,16:22:26,10/12/16 16:22
,24,10/12/16,16:22:35,10/12/16 16:22
,11,10/12/16,16:22:14,10/12/16 16:22
,36,10/12/16,8:08:30,10/12/16 8:08
,35,10/12/16,8:06:14,10/12/16 8:06
,5,10/12/16,7:32:53,10/12/16 7:32
,19,10/12/16,7:11:26,10/12/16 7:11
,16,10/12/16,7:11:01,10/12/16 7:11
,9,10/12/16,7:01:41,10/12/16 7:01
,13,10/12/16,7:01:14,10/12/16 7:01
,26,10/12/16,6:58:16,10/12/16 6:58
,7,10/12/16,6:44:29,10/12/16 6:44
,26,10/12/16,4:24:24,10/12/16 4:24
,26,10/12/16,4:24:51,10/12/16 4:24
,37,10/12/16,4:23:21,10/12/16 4:23
,12,10/12/16,0:12:14,10/12/16 0:12
,44,10/12/16,0:06:23,10/12/16 0:06
,11,10/11/16,23:41:06,10/11/16 23:41
,28,10/11/16,23:32:23,10/11/16 23:32
,24,10/11/16,23:32:53,10/11/16 23:32
,11,10/11/16,23:23:52,10/11/16 23:23
,3,10/11/16,23:13:33,10/11/16 23:13
,30,10/11/16,19:13:12,10/11/16 19:13
,9,10/11/16,19:11:51,10/11/16 19:11
,21,10/11/16,19:11:53,10/11/16 19:11
,16,10/11/16,19:09:21,10/11/16 19:09
,18,10/11/16,19:09:30,10/11/16 19:09
,15,10/11/16,18:51:14,10/11/16 18:51
,20,10/11/16,18:51:05,10/11/16 18:51
,31,10/11/16,6:51:27,10/11/16 6:51
,24,10/11/16,6:41:10,10/11/16 6:41
,6,10/11/16,6:40:21,10/11/16 6:40
,13,10/11/16,5:02:35,10/11/16 5:02
,36,10/11/16,4:52:14,10/11/16 4:52
,30,10/11/16,4:51:17,10/11/16 4:51
,41,10/11/16,4:51:40,10/11/16 4:51
,13,10/11/16,4:40:34,10/11/16 4:40
,33,10/11/16,2:52:51,10/11/16 2:52
,31,10/11/16,2:15:25,10/11/16 2:15
,21,10/11/16,2:09:43,10/11/16 2:09
,16,10/11/16,2:05:40,10/11/16 2:05
,37,10/11/16,1:28:19,10/11/16 1:28
,28,10/11/16,1:11:32,10/11/16 1:11
,6,10/11/16,0:28:36,10/11/16 0:28
,19,10/10/16,21:31:00,10/10/16 21:31
,28,10/10/16,21:31:21,10/10/16 21:31
,35,10/10/16,21:29:21,10/10/16 21:29
,25,10/10/16,21:27:22,10/10/16 21:27
,27,10/10/16,21:26:45,10/10/16 21:26
,57,10/10/16,21:09:42,10/10/16 21:09
,20,10/10/16,20:58:37,10/10/16 20:58
,17,10/10/16,19:46:53,10/10/16 19:46
,29,10/10/16,19:46:33,10/10/16 19:46
,22,10/10/16,19:46:43,10/10/16 19:46
,15,10/10/16,19:44:45,10/10/16 19:44
,15,10/10/16,19:44:13,10/10/16 19:44
,16,10/10/16,19:36:25,10/10/16 19:36
,15,10/10/16,19:35:34,10/10/16 19:35
,23,10/10/16,19:34:03,10/10/16 19:34
,40,10/10/16,19:14:51,10/10/16 19:14
,21,10/10/16,19:10:00,10/10/16 19:10
,23,10/10/16,18:58:51,10/10/16 18:58
,23,10/10/16,18:55:49,10/10/16 18:55
,38,10/10/16,18:36:37,10/10/16 18:36
,5,10/10/16,18:32:32,10/10/16 18:32
,24,10/10/16,18:01:50,10/10/16 18:01
,13,10/10/16,18:00:24,10/10/16 18:00
,31,10/10/16,6:16:55,10/10/16 6:16
,13,10/10/16,5:24:12,10/10/16 5:24
,52,10/10/16,4:57:28,10/10/16 4:57
,40,10/10/16,4:55:03,10/10/16 4:55
,26,10/10/16,4:48:18,10/10/16 4:48
,34,10/10/16,4:44:55,10/10/16 4:44
,23,10/10/16,0:15:24,10/10/16 0:15
,3,10/9/16,22:35:20,10/9/16 22:35
,13,10/9/16,9:44:27,10/9/16 9:44
,18,10/9/16,9:44:03,10/9/16 9:44
,33,10/9/16,9:42:21,10/9/16 9:42
,22,10/9/16,9:40:34,10/9/16 9:40
,3,10/9/16,8:40:47,10/9/16 8:40
,36,10/9/16,8:01:13,10/9/16 8:01
,25,10/9/16,8:00:49,10/9/16 8:00
,25,10/9/16,0:25:22,10/9/16 0:25
,13,10/9/16,0:23:18,10/9/16 0:23
,25,10/9/16,0:23:52,10/9/16 0:23
,47,10/9/16,0:20:59,10/9/16 0:20
,17,10/9/16,0:13:34,10/9/16 0:13
,17,10/9/16,0:13:31,10/9/16 0:13
,21,10/8/16,23:50:48,10/8/16 23:50
,11,10/8/16,23:47:03,10/8/16 23:47
,9,10/8/16,23:46:23,10/8/16 23:46
,8,10/8/16,23:36:45,10/8/16 23:36
,26,10/8/16,22:53:45,10/8/16 22:53
,11,10/8/16,18:28:07,10/8/16 18:28
,26,10/8/16,3:59:08,10/8/16 3:59
,24,10/8/16,3:58:00,10/8/16 3:58
,8,10/7/16,23:15:47,10/7/16 23:15
,28,10/7/16,23:14:47,10/7/16 23:14
,25,10/6/16,19:16:09,10/6/16 19:16
,25,10/6/16,18:19:18,10/6/16 18:19
,18,10/6/16,18:17:33,10/6/16 18:17
,25,10/6/16,17:27:42,10/6/16 17:27
,3,10/6/16,17:21:54,10/6/16 17:21
,12,10/6/16,2:58:07,10/6/16 2:58
,25,10/6/16,2:36:00,10/6/16 2:36
,13,10/6/16,2:35:53,10/6/16 2:35
,40,10/5/16,23:58:03,10/5/16 23:58
,20,10/5/16,22:21:52,10/5/16 22:21
,21,10/5/16,21:22:15,10/5/16 21:22
,36,10/5/16,21:22:20,10/5/16 21:22
,20,10/5/16,21:07:05,10/5/16 21:07
,20,10/5/16,21:07:01,10/5/16 21:07
,8,10/5/16,20:47:33,10/5/16 20:47
,11,10/5/16,20:44:48,10/5/16 20:44
,16,10/5/16,20:33:46,10/5/16 20:33
,29,10/5/16,20:32:29,10/5/16 20:32
,13,10/5/16,20:02:34,10/5/16 20:02
,32,10/5/16,16:49:07,10/5/16 16:49
,34,10/5/16,16:49:23,10/5/16 16:49
,25,10/5/16,16:49:47,10/5/16 16:49
,37,10/5/16,16:39:27,10/5/16 16:39
,48,10/5/16,16:39:29,10/5/16 16:39
,25,10/5/16,16:36:41,10/5/16 16:36
,32,10/5/16,16:33:24,10/5/16 16:33
,32,10/5/16,16:33:21,10/5/16 16:33
,26,10/5/16,16:28:14,10/5/16 16:28
,27,10/5/16,16:25:52,10/5/16 16:25
,24,10/5/16,16:18:01,10/5/16 16:18
,25,10/5/16,16:18:37,10/5/16 16:18
,29,10/5/16,16:16:40,10/5/16 16:16
,39,10/5/16,16:07:54,10/5/16 16:07
,8,10/5/16,15:49:38,10/5/16 15:49
,42,10/5/16,14:47:38,10/5/16 14:47
,18,10/5/16,5:46:00,10/5/16 5:46
,24,10/5/16,5:46:07,10/5/16 5:46
,23,10/5/16,5:46:05,10/5/16 5:46
,25,10/5/16,5:45:49,10/5/16 5:45
,24,10/5/16,5:43:53,10/5/16 5:43
,25,10/5/16,4:16:40,10/5/16 4:16
,18,10/4/16,8:18:44,10/4/16 8:18
,18,10/4/16,6:13:39,10/4/16 6:13
,5,10/4/16,3:54:13,10/4/16 3:54
,49,10/4/16,3:53:59,10/4/16 3:53
,151,10/4/16,3:50:24,10/4/16 3:50
,88,10/4/16,3:49:05,10/4/16 3:49
,50,10/4/16,3:49:31,10/4/16 3:49
,26,10/4/16,3:47:33,10/4/16 3:47
,34,10/4/16,3:41:37,10/4/16 3:41
,27,10/4/16,3:41:46,10/4/16 3:41
,38,10/4/16,3:41:53,10/4/16 3:41
,33,10/3/16,22:51:34,10/3/16 22:51
,15,10/3/16,4:11:28,10/3/16 4:11
,4,10/3/16,3:07:29,10/3/16 3:07
,10,10/3/16,1:44:36,10/3/16 1:44
,34,10/3/16,1:43:26,10/3/16 1:43
,37,10/2/16,22:56:58,10/2/16 22:56
,51,9/30/16,23:39:44,9/30/16 23:39
,27,9/30/16,23:33:56,9/30/16 23:33
,26,9/30/16,23:32:35,9/30/16 23:32
,19,9/30/16,23:27:41,9/30/16 23:27
,27,9/30/16,23:27:56,9/30/16 23:27
,22,9/30/16,23:18:51,9/30/16 23:18
,14,9/30/16,23:16:42,9/30/16 23:16
,19,9/30/16,22:19:58,9/30/16 22:19
,9,9/30/16,22:11:18,9/30/16 22:11
,41,9/18/16,22:11:47,9/18/16 22:11
,40,9/18/16,22:11:45,9/18/16 22:11
,33,9/18/16,22:10:17,9/18/16 22:10
,21,9/18/16,21:33:36,9/18/16 21:33
,16,9/18/16,19:25:41,9/18/16 19:25
,21,9/18/16,19:22:54,9/18/16 19:22
,11,9/18/16,19:21:51,9/18/16 19:21
,30,9/18/16,18:34:44,9/18/16 18:34
,9,9/18/16,18:23:42,9/18/16 18:23
,28,9/18/16,6:40:18,9/18/16 6:40
,29,9/18/16,6:13:01,9/18/16 6:13
,30,9/18/16,6:12:13,9/18/16 6:12
,13,9/17/16,1:13:40,9/17/16 1:13
,19,9/17/16,1:05:17,9/17/16 1:05
,28,9/17/16,0:59:40,9/17/16 0:59
,24,9/17/16,0:54:47,9/17/16 0:54
,85,9/17/16,0:54:47,9/17/16 0:54
,16,9/17/16,0:48:57,9/17/16 0:48
,7,9/17/16,0:47:05,9/17/16 0:47
,24,9/16/16,23:47:30,9/16/16 23:47
,36,9/16/16,23:36:31,9/16/16 23:36
,30,9/16/16,18:49:29,9/16/16 18:49
,14,9/16/16,18:48:46,9/16/16 18:48
,27,9/16/16,0:54:20,9/16/16 0:54
,25,9/16/16,0:52:42,9/16/16 0:52
,20,9/16/16,0:38:12,9/16/16 0:38
,23,9/16/16,0:36:14,9/16/16 0:36
,23,9/15/16,21:59:03,9/15/16 21:59
,9,9/15/16,7:32:12,9/15/16 7:32
,19,9/15/16,7:25:09,9/15/16 7:25
,27,9/15/16,7:24:22,9/15/16 7:24
,35,9/15/16,7:24:12,9/15/16 7:24
,41,9/15/16,7:24:06,9/15/16 7:24
,25,9/15/16,7:22:49,9/15/16 7:22
,12,9/15/16,7:17:56,9/15/16 7:17
,20,9/15/16,7:17:40,9/15/16 7:17
,27,9/15/16,7:17:42,9/15/16 7:17
,22,9/15/16,7:13:10,9/15/16 7:13
,13,9/15/16,7:04:48,9/15/16 7:04
,25,9/15/16,7:03:23,9/15/16 7:03
,23,9/15/16,7:03:17,9/15/16 7:03
,47,9/15/16,7:00:54,9/15/16 7:00
,21,9/15/16,7:00:46,9/15/16 7:00
,21,9/15/16,6:57:50,9/15/16 6:57
,4,9/15/16,6:55:10,9/15/16 6:55
,20,9/15/16,6:37:45,9/15/16 6:37
,18,9/15/16,6:36:58,9/15/16 6:36
,16,9/15/16,6:36:44,9/15/16 6:36
,5,9/15/16,5:56:49,9/15/16 5:56
,13,9/15/16,5:55:56,9/15/16 5:55
,18,9/15/16,5:53:02,9/15/16 5:53
,8,9/15/16,5:52:55,9/15/16 5:52
,9,9/15/16,5:46:37,9/15/16 5:46
,22,9/15/16,4:51:20,9/15/16 4:51
,9,9/15/16,4:41:28,9/15/16 4:41
,4,9/15/16,4:28:16,9/15/16 4:28
,17,9/14/16,22:16:44,9/14/16 22:16
,21,9/14/16,20:56:01,9/14/16 20:56
,11,9/14/16,20:00:27,9/14/16 20:00
,26,9/14/16,19:59:55,9/14/16 19:59
,34,9/14/16,17:36:45,9/14/16 17:36
,23,9/14/16,17:31:13,9/14/16 17:31
,18,9/14/16,17:25:10,9/14/16 17:25
,28,9/14/16,17:18:01,9/14/16 17:18
,27,9/14/16,17:18:45,9/14/16 17:18
,27,9/14/16,17:17:39,9/14/16 17:17
,34,9/14/16,17:17:20,9/14/16 17:17
,22,9/14/16,17:16:26,9/14/16 17:16
,31,9/14/16,17:16:36,9/14/16 17:16
,21,9/14/16,17:15:19,9/14/16 17:15
,62,9/14/16,17:01:12,9/14/16 17:01
,62,9/14/16,17:01:19,9/14/16 17:01
,62,9/14/16,17:01:17,9/14/16 17:01
,61,9/14/16,17:01:01,9/14/16 17:01
,61,9/14/16,17:01:02,9/14/16 17:01
,61,9/14/16,17:01:03,9/14/16 17:01
,61,9/14/16,17:01:03,9/14/16 17:01
,61,9/14/16,17:01:04,9/14/16 17:01
,26,9/14/16,17:00:47,9/14/16 17:00
,61,9/14/16,17:00:47,9/14/16 17:00
,22,9/14/16,16:58:43,9/14/16 16:58
,19,9/14/16,6:27:57,9/14/16 6:27
,31,9/14/16,5:54:57,9/14/16 5:54
,14,9/14/16,5:18:36,9/14/16 5:18
,27,9/13/16,18:41:35,9/13/16 18:41
,30,9/13/16,18:27:16,9/13/16 18:27
,13,9/13/16,15:36:43,9/13/16 15:36
,59,9/13/16,15:33:09,9/13/16 15:33
,10,9/13/16,15:33:12,9/13/16 15:33
,15,9/13/16,1:44:46,9/13/16 1:44
,15,9/13/16,1:44:48,9/13/16 1:44
,9,9/13/16,1:40:16,9/13/16 1:40
,15,9/13/16,1:23:45,9/13/16 1:23
,53,9/13/16,1:14:07,9/13/16 1:14
,10,9/13/16,1:12:06,9/13/16 1:12
,41,9/13/16,1:09:21,9/13/16 1:09
,16,9/13/16,1:06:54,9/13/16 1:06
,24,9/13/16,1:04:38,9/13/16 1:04
,39,9/13/16,0:59:37,9/13/16 0:59
,37,9/13/16,0:59:42,9/13/16 0:59
,21,9/13/16,0:53:38,9/13/16 0:53
,23,9/13/16,0:50:36,9/13/16 0:50
,23,9/13/16,0:49:24,9/13/16 0:49
,26,9/13/16,0:49:21,9/13/16 0:49
,26,9/13/16,0:47:20,9/13/16 0:47
,30,9/13/16,0:45:21,9/13/16 0:45
,10,9/13/16,0:32:50,9/13/16 0:32
,14,9/13/16,0:12:55,9/13/16 0:12
,12,9/12/16,18:44:25,9/12/16 18:44
,13,9/12/16,7:20:00,9/12/16 7:20
,26,9/12/16,7:20:08,9/12/16 7:20
,30,9/12/16,7:05:02,9/12/16 7:05
,39,9/12/16,5:44:02,9/12/16 5:44
,13,9/12/16,5:43:08,9/12/16 5:43
,37,9/12/16,5:43:31,9/12/16 5:43
,32,9/12/16,3:21:43,9/12/16 3:21
,24,9/11/16,23:48:42,9/11/16 23:48
,24,9/11/16,23:27:33,9/11/16 23:27
,21,9/11/16,21:19:41,9/11/16 21:19
,25,9/11/16,21:12:50,9/11/16 21:12
,15,9/11/16,21:05:03,9/11/16 21:05
,34,9/11/16,20:58:47,9/11/16 20:58
,33,9/11/16,20:50:48,9/11/16 20:50
,17,9/11/16,20:49:50,9/11/16 20:49
,26,9/11/16,20:45:29,9/11/16 20:45
,26,9/11/16,20:42:44,9/11/16 20:42
,40,9/11/16,19:54:55,9/11/16 19:54
,19,9/11/16,19:52:20,9/11/16 19:52
,11,9/11/16,19:49:18,9/11/16 19:49
,12,9/11/16,19:19:00,9/11/16 19:19
,21,9/11/16,18:57:12,9/11/16 18:57
,16,9/10/16,23:47:56,9/10/16 23:47
,27,9/10/16,23:16:32,9/10/16 23:16
,45,9/10/16,23:13:58,9/10/16 23:13
,23,9/10/16,23:05:12,9/10/16 23:05
,30,9/10/16,22:30:49,9/10/16 22:30
,10,9/10/16,21:48:48,9/10/16 21:48
,10,9/10/16,21:48:40,9/10/16 21:48
,1,9/10/16,20:58:30,9/10/16 20:58
,19,9/10/16,20:25:45,9/10/16 20:25
,13,9/10/16,20:25:04,9/10/16 20:25
,10,9/10/16,20:19:21,9/10/16 20:19
,10,9/10/16,19:52:49,9/10/16 19:52
,33,9/10/16,19:21:48,9/10/16 19:21
,23,9/10/16,19:17:20,9/10/16 19:17
,27,9/10/16,19:16:57,9/10/16 19:16
,17,9/10/16,19:14:42,9/10/16 19:14
,29,9/10/16,19:13:37,9/10/16 19:13
,37,9/10/16,19:12:48,9/10/16 19:12
,61,9/10/16,19:05:07,9/10/16 19:05
,126,9/10/16,19:05:00,9/10/16 19:05
,128,9/10/16,19:04:55,9/10/16 19:04
,193,9/10/16,19:04:22,9/10/16 19:04
,191,9/10/16,19:04:34,9/10/16 19:04
,5,9/10/16,18:35:43,9/10/16 18:35
,13,9/10/16,18:10:06,9/10/16 18:10
,11,9/10/16,18:09:01,9/10/16 18:09
,18,9/10/16,18:08:09,9/10/16 18:08
,18,9/10/16,18:07:06,9/10/16 18:07
,33,9/10/16,18:04:54,9/10/16 18:04
,18,9/10/16,8:19:13,9/10/16 8:19
,20,9/10/16,8:18:02,9/10/16 8:18
,6,9/10/16,6:27:44,9/10/16 6:27
,15,9/10/16,6:20:29,9/10/16 6:20
,4,9/10/16,6:08:04,9/10/16 6:08
,19,9/10/16,5:43:20,9/10/16 5:43
,21,9/10/16,5:42:56,9/10/16 5:42
,17,9/10/16,5:41:56,9/10/16 5:41
,31,9/10/16,5:36:56,9/10/16 5:36
,30,9/10/16,5:36:50,9/10/16 5:36
,17,9/10/16,5:28:05,9/10/16 5:28
,25,9/10/16,1:55:33,9/10/16 1:55
,38,9/10/16,1:54:55,9/10/16 1:54
,30,9/9/16,22:03:33,9/9/16 22:03
,31,9/9/16,20:02:14,9/9/16 20:02
,39,9/9/16,20:00:59,9/9/16 20:00
,29,9/9/16,19:57:28,9/9/16 19:57
,34,9/9/16,19:54:16,9/9/16 19:54
,33,9/9/16,19:22:38,9/9/16 19:22
,46,9/9/16,18:01:42,9/9/16 18:01
,22,9/9/16,17:29:31,9/9/16 17:29
,18,9/9/16,17:29:28,9/9/16 17:29
,16,9/9/16,6:52:07,9/9/16 6:52
,29,9/9/16,6:52:23,9/9/16 6:52
,35,9/9/16,6:52:32,9/9/16 6:52
,12,9/9/16,1:43:25,9/9/16 1:43
,21,9/8/16,20:33:30,9/8/16 20:33
,14,9/8/16,19:44:55,9/8/16 19:44
,11,9/8/16,6:44:41,9/8/16 6:44
,8,9/8/16,5:53:20,9/8/16 5:53
,20,9/8/16,0:42:47,9/8/16 0:42
,30,9/8/16,0:08:56,9/8/16 0:08
,29,9/7/16,23:19:48,9/7/16 23:19
,14,9/7/16,23:18:09,9/7/16 23:18
,27,9/7/16,22:43:23,9/7/16 22:43
